TrueLabels,Prediction,Logits,FileName
0,0,[0.57849115 0.42150882],/home/ubuntu/data/project_data/cropped2/train/fake/easy_127_0001.png
0,0,[0.5768788  0.42312124],/home/ubuntu/data/project_data/cropped2/train/fake/easy_128_0111.png
0,0,[0.5802353 0.4197647],/home/ubuntu/data/project_data/cropped2/train/fake/easy_129_1111.png
0,0,[0.59054315 0.40945676],/home/ubuntu/data/project_data/cropped2/train/fake/easy_130_1101.png
0,0,[0.56372756 0.43627244],/home/ubuntu/data/project_data/cropped2/train/fake/easy_131_1001.png
0,0,[0.57601076 0.42398933],/home/ubuntu/data/project_data/cropped2/train/fake/easy_132_0110.png
0,0,[0.575569 0.424431],/home/ubuntu/data/project_data/cropped2/train/fake/easy_133_1100.png
0,0,[0.57750857 0.42249146],/home/ubuntu/data/project_data/cropped2/train/fake/easy_134_0001.png
0,0,[0.57135504 0.42864496],/home/ubuntu/data/project_data/cropped2/train/fake/easy_135_0011.png
0,0,[0.58613795 0.41386202],/home/ubuntu/data/project_data/cropped2/train/fake/easy_136_0111.png
0,0,[0.5608902  0.43910974],/home/ubuntu/data/project_data/cropped2/train/fake/easy_138_0101.png
0,0,[0.5875516  0.41244838],/home/ubuntu/data/project_data/cropped2/train/fake/easy_140_1111.png
0,0,[0.5719402 0.4280598],/home/ubuntu/data/project_data/cropped2/train/fake/easy_141_0111.png
0,0,[0.5839277  0.41607228],/home/ubuntu/data/project_data/cropped2/train/fake/easy_143_0011.png
0,0,[0.5656097  0.43439034],/home/ubuntu/data/project_data/cropped2/train/fake/easy_144_1111.png
0,0,[0.5838083  0.41619167],/home/ubuntu/data/project_data/cropped2/train/fake/easy_145_1000.png
0,0,[0.58373135 0.41626868],/home/ubuntu/data/project_data/cropped2/train/fake/easy_146_1110.png
0,0,[0.5823842 0.4176158],/home/ubuntu/data/project_data/cropped2/train/fake/easy_147_1110.png
0,0,[0.5899594  0.41004062],/home/ubuntu/data/project_data/cropped2/train/fake/easy_148_0011.png
0,0,[0.5628712  0.43712884],/home/ubuntu/data/project_data/cropped2/train/fake/easy_149_1001.png
0,0,[0.56546265 0.43453738],/home/ubuntu/data/project_data/cropped2/train/fake/easy_150_0011.png
0,0,[0.573569   0.42643097],/home/ubuntu/data/project_data/cropped2/train/fake/easy_151_1110.png
0,0,[0.5693053 0.4306947],/home/ubuntu/data/project_data/cropped2/train/fake/easy_152_0011.png
0,0,[0.5783111  0.42168894],/home/ubuntu/data/project_data/cropped2/train/fake/easy_153_1110.png
0,0,[0.5774411  0.42255887],/home/ubuntu/data/project_data/cropped2/train/fake/easy_154_1100.png
0,0,[0.58233035 0.41766965],/home/ubuntu/data/project_data/cropped2/train/fake/easy_155_0011.png
0,0,[0.59540784 0.40459222],/home/ubuntu/data/project_data/cropped2/train/fake/easy_156_0010.png
0,0,[0.57310504 0.426895  ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_157_1110.png
0,0,[0.58514494 0.41485506],/home/ubuntu/data/project_data/cropped2/train/fake/easy_158_0011.png
0,0,[0.5576992  0.44230077],/home/ubuntu/data/project_data/cropped2/train/fake/easy_161_1101.png
0,0,[0.58230305 0.4176969 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_162_0001.png
0,0,[0.58123827 0.41876173],/home/ubuntu/data/project_data/cropped2/train/fake/easy_163_1001.png
0,0,[0.588091   0.41190892],/home/ubuntu/data/project_data/cropped2/train/fake/easy_164_1111.png
0,0,[0.56940943 0.43059057],/home/ubuntu/data/project_data/cropped2/train/fake/easy_165_1010.png
0,0,[0.5828377  0.41716233],/home/ubuntu/data/project_data/cropped2/train/fake/easy_166_1100.png
0,0,[0.58231544 0.41768458],/home/ubuntu/data/project_data/cropped2/train/fake/easy_167_0110.png
0,0,[0.57599807 0.42400196],/home/ubuntu/data/project_data/cropped2/train/fake/easy_168_0010.png
0,0,[0.5765292  0.42347077],/home/ubuntu/data/project_data/cropped2/train/fake/easy_169_1100.png
0,0,[0.57879335 0.42120662],/home/ubuntu/data/project_data/cropped2/train/fake/easy_171_1100.png
0,0,[0.57562166 0.42437837],/home/ubuntu/data/project_data/cropped2/train/fake/easy_172_1001.png
0,0,[0.58028555 0.41971445],/home/ubuntu/data/project_data/cropped2/train/fake/easy_173_0111.png
0,0,[0.57317513 0.4268249 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_174_1110.png
0,0,[0.5744793  0.42552072],/home/ubuntu/data/project_data/cropped2/train/fake/easy_175_0001.png
0,0,[0.5777311 0.422269 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_176_1000.png
0,0,[0.58539015 0.41460985],/home/ubuntu/data/project_data/cropped2/train/fake/easy_177_1010.png
0,0,[0.58064467 0.4193553 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_178_1111.png
0,0,[0.58723915 0.41276082],/home/ubuntu/data/project_data/cropped2/train/fake/easy_179_0001.png
0,0,[0.57359135 0.42640865],/home/ubuntu/data/project_data/cropped2/train/fake/easy_180_0011.png
0,0,[0.5826669 0.4173331],/home/ubuntu/data/project_data/cropped2/train/fake/easy_181_1110.png
0,0,[0.565791   0.43420902],/home/ubuntu/data/project_data/cropped2/train/fake/easy_182_0100.png
0,0,[0.5839596  0.41604042],/home/ubuntu/data/project_data/cropped2/train/fake/easy_183_1111.png
0,0,[0.5727526  0.42724746],/home/ubuntu/data/project_data/cropped2/train/fake/easy_184_0110.png
0,0,[0.5812234  0.41877657],/home/ubuntu/data/project_data/cropped2/train/fake/easy_185_1101.png
0,0,[0.57083637 0.42916366],/home/ubuntu/data/project_data/cropped2/train/fake/easy_186_1001.png
0,0,[0.5723813  0.42761865],/home/ubuntu/data/project_data/cropped2/train/fake/easy_187_1110.png
0,0,[0.5698323  0.43016765],/home/ubuntu/data/project_data/cropped2/train/fake/easy_188_1111.png
0,0,[0.5713012  0.42869875],/home/ubuntu/data/project_data/cropped2/train/fake/easy_189_1101.png
0,0,[0.57562536 0.42437467],/home/ubuntu/data/project_data/cropped2/train/fake/easy_190_0101.png
0,0,[0.5878924 0.4121076],/home/ubuntu/data/project_data/cropped2/train/fake/easy_191_0001.png
0,0,[0.5865963  0.41340372],/home/ubuntu/data/project_data/cropped2/train/fake/easy_192_1000.png
0,0,[0.57671326 0.4232867 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_193_1110.png
0,0,[0.57122046 0.42877957],/home/ubuntu/data/project_data/cropped2/train/fake/easy_194_1011.png
0,0,[0.5617385  0.43826148],/home/ubuntu/data/project_data/cropped2/train/fake/easy_195_1110.png
0,0,[0.5622744  0.43772563],/home/ubuntu/data/project_data/cropped2/train/fake/easy_196_0010.png
0,0,[0.5705279  0.42947212],/home/ubuntu/data/project_data/cropped2/train/fake/easy_197_1111.png
0,0,[0.56917    0.43082997],/home/ubuntu/data/project_data/cropped2/train/fake/easy_198_0011.png
0,0,[0.5917759  0.40822414],/home/ubuntu/data/project_data/cropped2/train/fake/easy_199_1100.png
0,0,[0.56689584 0.43310425],/home/ubuntu/data/project_data/cropped2/train/fake/easy_200_1110.png
0,0,[0.58508724 0.4149128 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_201_0001.png
0,0,[0.57937664 0.42062336],/home/ubuntu/data/project_data/cropped2/train/fake/easy_203_0111.png
0,0,[0.58504033 0.41495964],/home/ubuntu/data/project_data/cropped2/train/fake/easy_204_0101.png
0,0,[0.5849725 0.4150275],/home/ubuntu/data/project_data/cropped2/train/fake/easy_205_1110.png
0,0,[0.57883567 0.4211643 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_206_0011.png
0,0,[0.5706367  0.42936325],/home/ubuntu/data/project_data/cropped2/train/fake/easy_207_1000.png
0,0,[0.5916006  0.40839943],/home/ubuntu/data/project_data/cropped2/train/fake/easy_208_1111.png
0,0,[0.5806766  0.41932333],/home/ubuntu/data/project_data/cropped2/train/fake/easy_209_0001.png
0,0,[0.58030295 0.41969708],/home/ubuntu/data/project_data/cropped2/train/fake/easy_210_1011.png
0,0,[0.569021 0.430979],/home/ubuntu/data/project_data/cropped2/train/fake/easy_211_1100.png
0,0,[0.5856225  0.41437754],/home/ubuntu/data/project_data/cropped2/train/fake/easy_212_0010.png
0,0,[0.56757605 0.43242392],/home/ubuntu/data/project_data/cropped2/train/fake/easy_213_1111.png
0,0,[0.58412844 0.41587153],/home/ubuntu/data/project_data/cropped2/train/fake/easy_214_0011.png
0,0,[0.57629377 0.4237063 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_215_1111.png
0,0,[0.57179606 0.4282039 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_216_1100.png
0,0,[0.5925249  0.40747508],/home/ubuntu/data/project_data/cropped2/train/fake/easy_217_1111.png
0,0,[0.5869308  0.41306913],/home/ubuntu/data/project_data/cropped2/train/fake/easy_218_0011.png
0,0,[0.57463515 0.42536482],/home/ubuntu/data/project_data/cropped2/train/fake/easy_219_1101.png
0,0,[0.5875349  0.41246513],/home/ubuntu/data/project_data/cropped2/train/fake/easy_220_1000.png
0,0,[0.571415   0.42858496],/home/ubuntu/data/project_data/cropped2/train/fake/easy_221_0111.png
0,0,[0.5692189 0.4307811],/home/ubuntu/data/project_data/cropped2/train/fake/easy_222_0011.png
0,0,[0.5750016 0.4249984],/home/ubuntu/data/project_data/cropped2/train/fake/easy_223_0100.png
0,0,[0.5823545 0.4176455],/home/ubuntu/data/project_data/cropped2/train/fake/easy_224_1100.png
0,0,[0.5754824  0.42451754],/home/ubuntu/data/project_data/cropped2/train/fake/easy_225_0010.png
0,0,[0.5794667 0.4205333],/home/ubuntu/data/project_data/cropped2/train/fake/easy_227_1110.png
0,0,[0.5845662  0.41543385],/home/ubuntu/data/project_data/cropped2/train/fake/easy_228_0011.png
0,0,[0.57071996 0.42928004],/home/ubuntu/data/project_data/cropped2/train/fake/easy_229_1000.png
0,0,[0.5757173  0.42428276],/home/ubuntu/data/project_data/cropped2/train/fake/easy_230_1010.png
0,0,[0.56778854 0.43221143],/home/ubuntu/data/project_data/cropped2/train/fake/easy_231_1011.png
0,0,[0.57702845 0.42297158],/home/ubuntu/data/project_data/cropped2/train/fake/easy_232_1100.png
0,0,[0.56840205 0.43159795],/home/ubuntu/data/project_data/cropped2/train/fake/easy_233_0010.png
0,0,[0.5631909  0.43680903],/home/ubuntu/data/project_data/cropped2/train/fake/easy_234_1000.png
0,0,[0.5747244  0.42527565],/home/ubuntu/data/project_data/cropped2/train/fake/easy_235_1111.png
0,0,[0.5725252  0.42747477],/home/ubuntu/data/project_data/cropped2/train/fake/easy_237_0011.png
0,0,[0.57570237 0.4242976 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_239_1110.png
0,0,[0.5844018  0.41559818],/home/ubuntu/data/project_data/cropped2/train/fake/easy_48_0011.png
0,0,[0.59185827 0.4081417 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_49_1000.png
0,0,[0.56609374 0.43390626],/home/ubuntu/data/project_data/cropped2/train/fake/easy_50_0110.png
0,0,[0.57713187 0.42286816],/home/ubuntu/data/project_data/cropped2/train/fake/easy_51_1110.png
0,0,[0.5841727 0.4158272],/home/ubuntu/data/project_data/cropped2/train/fake/easy_52_1100.png
0,0,[0.57671875 0.4232813 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_53_0001.png
0,0,[0.5771374 0.4228626],/home/ubuntu/data/project_data/cropped2/train/fake/easy_54_1010.png
0,0,[0.57432616 0.4256738 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_55_0011.png
0,0,[0.572703   0.42729694],/home/ubuntu/data/project_data/cropped2/train/fake/easy_56_1110.png
0,0,[0.5798769  0.42012313],/home/ubuntu/data/project_data/cropped2/train/fake/easy_58_0011.png
0,0,[0.5869637  0.41303632],/home/ubuntu/data/project_data/cropped2/train/fake/easy_60_1111.png
0,0,[0.58273804 0.41726196],/home/ubuntu/data/project_data/cropped2/train/fake/easy_61_0111.png
0,0,[0.56873876 0.43126124],/home/ubuntu/data/project_data/cropped2/train/fake/easy_62_0001.png
0,0,[0.5703583  0.42964175],/home/ubuntu/data/project_data/cropped2/train/fake/easy_63_1110.png
0,0,[0.59258837 0.40741163],/home/ubuntu/data/project_data/cropped2/train/fake/easy_64_1111.png
0,0,[0.58430034 0.41569963],/home/ubuntu/data/project_data/cropped2/train/fake/easy_65_1111.png
0,0,[0.57771075 0.42228925],/home/ubuntu/data/project_data/cropped2/train/fake/easy_66_1101.png
0,0,[0.58472484 0.4152752 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_67_0101.png
0,0,[0.57687944 0.4231205 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_68_1100.png
0,0,[0.5914239 0.4085761],/home/ubuntu/data/project_data/cropped2/train/fake/easy_69_1011.png
0,0,[0.56327605 0.43672392],/home/ubuntu/data/project_data/cropped2/train/fake/easy_71_1100.png
0,0,[0.57984996 0.42014998],/home/ubuntu/data/project_data/cropped2/train/fake/easy_72_1111.png
0,0,[0.56364244 0.4363576 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_73_1110.png
0,0,[0.5786158  0.42138422],/home/ubuntu/data/project_data/cropped2/train/fake/easy_74_0010.png
0,0,[0.58909875 0.41090122],/home/ubuntu/data/project_data/cropped2/train/fake/easy_75_1100.png
0,0,[0.57785165 0.42214838],/home/ubuntu/data/project_data/cropped2/train/fake/easy_76_1111.png
0,0,[0.5666266  0.43337336],/home/ubuntu/data/project_data/cropped2/train/fake/easy_77_0111.png
0,0,[0.59019095 0.40980908],/home/ubuntu/data/project_data/cropped2/train/fake/easy_78_1111.png
0,0,[0.5705862  0.42941377],/home/ubuntu/data/project_data/cropped2/train/fake/easy_79_0001.png
0,0,[0.57817334 0.42182666],/home/ubuntu/data/project_data/cropped2/train/fake/easy_80_0001.png
0,0,[0.57894146 0.42105857],/home/ubuntu/data/project_data/cropped2/train/fake/easy_81_1111.png
0,0,[0.589849   0.41015103],/home/ubuntu/data/project_data/cropped2/train/fake/easy_83_1110.png
0,0,[0.5651069  0.43489304],/home/ubuntu/data/project_data/cropped2/train/fake/easy_84_0011.png
0,0,[0.57348466 0.4265154 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_85_1111.png
0,0,[0.58048856 0.41951147],/home/ubuntu/data/project_data/cropped2/train/fake/easy_86_0011.png
0,0,[0.5930806  0.40691945],/home/ubuntu/data/project_data/cropped2/train/fake/easy_87_0110.png
0,0,[0.57281923 0.42718074],/home/ubuntu/data/project_data/cropped2/train/fake/easy_88_0011.png
0,0,[0.5672304  0.43276963],/home/ubuntu/data/project_data/cropped2/train/fake/easy_89_0010.png
0,0,[0.58286166 0.41713834],/home/ubuntu/data/project_data/cropped2/train/fake/easy_90_1111.png
0,0,[0.5793441  0.42065585],/home/ubuntu/data/project_data/cropped2/train/fake/easy_91_1000.png
0,0,[0.5759965  0.42400348],/home/ubuntu/data/project_data/cropped2/train/fake/easy_92_0011.png
0,0,[0.58246267 0.41753736],/home/ubuntu/data/project_data/cropped2/train/fake/easy_93_1010.png
0,0,[0.57543355 0.42456648],/home/ubuntu/data/project_data/cropped2/train/fake/easy_94_0001.png
0,0,[0.5924447  0.40755525],/home/ubuntu/data/project_data/cropped2/train/fake/easy_95_0101.png
0,0,[0.5879893  0.41201076],/home/ubuntu/data/project_data/cropped2/train/fake/easy_96_0011.png
0,0,[0.57405347 0.4259465 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_97_1111.png
0,0,[0.57554734 0.4244527 ],/home/ubuntu/data/project_data/cropped2/train/fake/easy_98_0001.png
0,0,[0.5770692 0.4229308],/home/ubuntu/data/project_data/cropped2/train/fake/easy_99_0101.png
0,0,[0.57522875 0.42477122],/home/ubuntu/data/project_data/cropped2/train/fake/hard_100_1111.png
0,0,[0.58060986 0.4193901 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_101_0011.png
0,0,[0.5797651 0.4202349],/home/ubuntu/data/project_data/cropped2/train/fake/hard_102_1001.png
0,0,[0.5809254  0.41907457],/home/ubuntu/data/project_data/cropped2/train/fake/hard_103_1101.png
0,0,[0.5793961  0.42060393],/home/ubuntu/data/project_data/cropped2/train/fake/hard_104_1001.png
0,0,[0.5895696 0.4104304],/home/ubuntu/data/project_data/cropped2/train/fake/hard_105_1011.png
0,0,[0.5842449  0.41575512],/home/ubuntu/data/project_data/cropped2/train/fake/hard_106_1100.png
0,0,[0.5781369  0.42186308],/home/ubuntu/data/project_data/cropped2/train/fake/hard_107_1111.png
0,0,[0.5855716 0.4144284],/home/ubuntu/data/project_data/cropped2/train/fake/hard_108_1111.png
0,0,[0.5908586  0.40914145],/home/ubuntu/data/project_data/cropped2/train/fake/hard_109_1100.png
0,0,[0.58887357 0.41112638],/home/ubuntu/data/project_data/cropped2/train/fake/hard_111_1111.png
0,0,[0.5757044  0.42429563],/home/ubuntu/data/project_data/cropped2/train/fake/hard_112_1111.png
0,0,[0.5758205  0.42417946],/home/ubuntu/data/project_data/cropped2/train/fake/hard_113_0011.png
0,0,[0.58313644 0.41686356],/home/ubuntu/data/project_data/cropped2/train/fake/hard_114_1111.png
0,0,[0.5646736 0.4353264],/home/ubuntu/data/project_data/cropped2/train/fake/hard_115_1110.png
0,0,[0.5815999 0.4184001],/home/ubuntu/data/project_data/cropped2/train/fake/hard_116_1101.png
0,0,[0.57796246 0.4220376 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_117_1110.png
0,0,[0.5987803  0.40121973],/home/ubuntu/data/project_data/cropped2/train/fake/hard_118_0111.png
0,0,[0.5734742  0.42652577],/home/ubuntu/data/project_data/cropped2/train/fake/hard_119_1100.png
0,0,[0.5771132  0.42288682],/home/ubuntu/data/project_data/cropped2/train/fake/hard_120_0011.png
0,0,[0.5696061  0.43039384],/home/ubuntu/data/project_data/cropped2/train/fake/hard_121_1100.png
0,0,[0.5739552  0.42604482],/home/ubuntu/data/project_data/cropped2/train/fake/hard_122_1100.png
0,0,[0.5812104  0.41878965],/home/ubuntu/data/project_data/cropped2/train/fake/hard_123_1111.png
0,0,[0.5850438 0.4149562],/home/ubuntu/data/project_data/cropped2/train/fake/hard_124_1100.png
0,0,[0.57644296 0.423557  ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_125_1100.png
0,0,[0.5890897  0.41091028],/home/ubuntu/data/project_data/cropped2/train/fake/hard_126_0111.png
0,0,[0.5812185  0.41878155],/home/ubuntu/data/project_data/cropped2/train/fake/hard_127_0011.png
0,0,[0.5809347 0.4190652],/home/ubuntu/data/project_data/cropped2/train/fake/hard_128_1111.png
0,0,[0.5876635  0.41233653],/home/ubuntu/data/project_data/cropped2/train/fake/hard_129_1111.png
0,0,[0.58732146 0.41267848],/home/ubuntu/data/project_data/cropped2/train/fake/hard_130_1111.png
0,0,[0.5949844  0.40501553],/home/ubuntu/data/project_data/cropped2/train/fake/hard_131_1000.png
0,0,[0.5697685  0.43023148],/home/ubuntu/data/project_data/cropped2/train/fake/hard_132_0111.png
0,0,[0.5694307  0.43056932],/home/ubuntu/data/project_data/cropped2/train/fake/hard_133_0001.png
0,0,[0.5755733 0.4244267],/home/ubuntu/data/project_data/cropped2/train/fake/hard_134_1100.png
0,0,[0.5890761 0.4109239],/home/ubuntu/data/project_data/cropped2/train/fake/hard_135_1101.png
0,0,[0.5757649  0.42423514],/home/ubuntu/data/project_data/cropped2/train/fake/hard_136_1101.png
0,0,[0.5770769  0.42292312],/home/ubuntu/data/project_data/cropped2/train/fake/hard_137_1001.png
0,0,[0.57217926 0.42782074],/home/ubuntu/data/project_data/cropped2/train/fake/hard_138_1101.png
0,0,[0.5737885  0.42621145],/home/ubuntu/data/project_data/cropped2/train/fake/hard_139_1011.png
0,0,[0.57346094 0.42653903],/home/ubuntu/data/project_data/cropped2/train/fake/hard_140_1111.png
0,0,[0.5904826 0.4095174],/home/ubuntu/data/project_data/cropped2/train/fake/hard_142_1110.png
0,0,[0.5791888  0.42081115],/home/ubuntu/data/project_data/cropped2/train/fake/hard_143_0100.png
0,0,[0.57538235 0.42461765],/home/ubuntu/data/project_data/cropped2/train/fake/hard_144_0011.png
0,0,[0.57466084 0.42533922],/home/ubuntu/data/project_data/cropped2/train/fake/hard_145_1100.png
0,0,[0.5827374  0.41726258],/home/ubuntu/data/project_data/cropped2/train/fake/hard_146_0110.png
0,0,[0.5716757  0.42832434],/home/ubuntu/data/project_data/cropped2/train/fake/hard_147_1111.png
0,0,[0.57061756 0.42938238],/home/ubuntu/data/project_data/cropped2/train/fake/hard_148_1010.png
0,0,[0.58940524 0.41059476],/home/ubuntu/data/project_data/cropped2/train/fake/hard_149_0011.png
0,0,[0.57746154 0.4225385 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_150_1000.png
0,0,[0.5802516  0.41974846],/home/ubuntu/data/project_data/cropped2/train/fake/hard_151_0101.png
0,0,[0.5948689 0.4051311],/home/ubuntu/data/project_data/cropped2/train/fake/hard_152_0111.png
0,0,[0.5715247  0.42847535],/home/ubuntu/data/project_data/cropped2/train/fake/hard_153_1011.png
0,0,[0.56384283 0.43615717],/home/ubuntu/data/project_data/cropped2/train/fake/hard_154_1100.png
0,0,[0.5718164  0.42818362],/home/ubuntu/data/project_data/cropped2/train/fake/hard_155_0010.png
0,0,[0.5725184  0.42748156],/home/ubuntu/data/project_data/cropped2/train/fake/hard_156_1111.png
0,0,[0.58191156 0.4180884 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_157_1111.png
0,0,[0.58170563 0.4182943 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_158_0011.png
0,0,[0.56202686 0.43797317],/home/ubuntu/data/project_data/cropped2/train/fake/hard_159_0100.png
0,0,[0.5857185  0.41428155],/home/ubuntu/data/project_data/cropped2/train/fake/hard_160_1111.png
0,0,[0.5794859  0.42051414],/home/ubuntu/data/project_data/cropped2/train/fake/hard_161_1100.png
0,0,[0.58306104 0.41693896],/home/ubuntu/data/project_data/cropped2/train/fake/hard_162_0010.png
0,0,[0.5858053 0.4141947],/home/ubuntu/data/project_data/cropped2/train/fake/hard_163_0011.png
0,0,[0.5995638  0.40043625],/home/ubuntu/data/project_data/cropped2/train/fake/hard_164_1000.png
0,0,[0.5502135  0.44978648],/home/ubuntu/data/project_data/cropped2/train/fake/hard_165_1000.png
0,0,[0.5788173  0.42118272],/home/ubuntu/data/project_data/cropped2/train/fake/hard_166_1110.png
0,0,[0.5849973 0.4150027],/home/ubuntu/data/project_data/cropped2/train/fake/hard_167_0011.png
0,0,[0.5937214  0.40627855],/home/ubuntu/data/project_data/cropped2/train/fake/hard_168_0011.png
0,0,[0.58249134 0.4175087 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_169_0111.png
0,0,[0.56813574 0.43186426],/home/ubuntu/data/project_data/cropped2/train/fake/hard_170_0111.png
0,0,[0.5766867 0.4233133],/home/ubuntu/data/project_data/cropped2/train/fake/hard_171_1101.png
0,0,[0.5796036  0.42039633],/home/ubuntu/data/project_data/cropped2/train/fake/hard_172_1100.png
0,0,[0.58442956 0.41557044],/home/ubuntu/data/project_data/cropped2/train/fake/hard_173_1110.png
0,0,[0.58549523 0.41450474],/home/ubuntu/data/project_data/cropped2/train/fake/hard_174_1111.png
0,0,[0.57371825 0.42628178],/home/ubuntu/data/project_data/cropped2/train/fake/hard_175_1100.png
0,0,[0.58440185 0.41559815],/home/ubuntu/data/project_data/cropped2/train/fake/hard_176_0011.png
0,0,[0.57361126 0.4263887 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_177_1011.png
0,0,[0.5847156  0.41528445],/home/ubuntu/data/project_data/cropped2/train/fake/hard_178_1001.png
0,0,[0.57919383 0.4208061 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_179_1111.png
0,0,[0.5871964 0.4128036],/home/ubuntu/data/project_data/cropped2/train/fake/hard_180_0011.png
0,0,[0.58858883 0.41141114],/home/ubuntu/data/project_data/cropped2/train/fake/hard_181_0001.png
0,0,[0.5749199  0.42508006],/home/ubuntu/data/project_data/cropped2/train/fake/hard_182_0011.png
0,0,[0.5946401  0.40535995],/home/ubuntu/data/project_data/cropped2/train/fake/hard_183_1101.png
0,0,[0.5848336  0.41516635],/home/ubuntu/data/project_data/cropped2/train/fake/hard_184_0011.png
0,0,[0.5727146  0.42728537],/home/ubuntu/data/project_data/cropped2/train/fake/hard_185_1100.png
0,0,[0.59271425 0.4072857 ],/home/ubuntu/data/project_data/cropped2/train/fake/hard_186_0011.png
0,0,[0.5763048  0.42369524],/home/ubuntu/data/project_data/cropped2/train/fake/hard_187_0100.png
0,0,[0.58396935 0.41603056],/home/ubuntu/data/project_data/cropped2/train/fake/hard_188_0100.png
0,0,[0.5866273 0.4133727],/home/ubuntu/data/project_data/cropped2/train/fake/hard_189_0011.png
0,0,[0.58141994 0.41858003],/home/ubuntu/data/project_data/cropped2/train/fake/hard_190_1111.png
0,0,[0.5736575  0.42634252],/home/ubuntu/data/project_data/cropped2/train/fake/hard_191_0011.png
