Prediction,Logits,TrueLabels
0,"tensor([0.9713, 0.0287])",0
0,"tensor([0.7424, 0.2576])",0
0,"tensor([0.9982, 0.0018])",0
1,"tensor([0.2400, 0.7600])",0
0,"tensor([0.9974, 0.0026])",0
0,"tensor([0.9960, 0.0040])",0
0,"tensor([0.8272, 0.1728])",0
0,"tensor([0.9838, 0.0162])",0
0,"tensor([0.9842, 0.0158])",0
1,"tensor([0.2082, 0.7918])",0
0,"tensor([0.9786, 0.0214])",0
0,"tensor([0.9726, 0.0274])",0
0,"tensor([0.8711, 0.1289])",0
0,"tensor([0.9609, 0.0391])",0
0,"tensor([0.9825, 0.0175])",0
1,"tensor([0.1742, 0.8258])",0
0,"tensor([0.8797, 0.1203])",0
0,"tensor([0.8757, 0.1243])",0
1,"tensor([0.0519, 0.9481])",0
0,"tensor([0.9875, 0.0125])",0
0,"tensor([0.9682, 0.0318])",0
1,"tensor([0.4428, 0.5572])",0
0,"tensor([0.9963, 0.0037])",0
0,"tensor([0.8320, 0.1680])",0
0,"tensor([0.9956, 0.0044])",0
0,"tensor([0.9944, 0.0056])",0
0,"tensor([0.9149, 0.0851])",0
0,"tensor([0.9453, 0.0547])",0
0,"tensor([0.6193, 0.3807])",0
0,"tensor([0.9887, 0.0113])",0
0,"tensor([0.9877, 0.0123])",0
0,"tensor([0.9867, 0.0133])",0
0,"tensor([0.7870, 0.2130])",0
0,"tensor([0.9043, 0.0957])",0
0,"tensor([0.9963, 0.0037])",0
0,"tensor([0.9968, 0.0032])",0
1,"tensor([0.0271, 0.9729])",0
0,"tensor([0.9267, 0.0733])",0
0,"tensor([0.9274, 0.0726])",0
0,"tensor([0.9702, 0.0298])",0
0,"tensor([0.9347, 0.0653])",0
0,"tensor([0.8938, 0.1062])",0
0,"tensor([9.9961e-01, 3.9225e-04])",0
0,"tensor([0.9660, 0.0340])",0
0,"tensor([0.8552, 0.1448])",0
0,"tensor([0.8794, 0.1206])",0
0,"tensor([0.7868, 0.2132])",0
0,"tensor([0.6711, 0.3289])",0
1,"tensor([0.1913, 0.8087])",0
0,"tensor([0.9513, 0.0487])",0
0,"tensor([0.9905, 0.0095])",0
0,"tensor([0.9790, 0.0210])",0
0,"tensor([0.8957, 0.1043])",0
1,"tensor([0.0276, 0.9724])",0
0,"tensor([0.9984, 0.0016])",0
0,"tensor([0.9186, 0.0814])",0
0,"tensor([0.9872, 0.0128])",0
0,"tensor([0.6647, 0.3353])",0
0,"tensor([0.8998, 0.1002])",0
1,"tensor([0.2846, 0.7154])",0
0,"tensor([0.9971, 0.0029])",0
0,"tensor([0.9973, 0.0027])",0
0,"tensor([0.9587, 0.0413])",0
0,"tensor([0.9628, 0.0372])",0
0,"tensor([0.9345, 0.0655])",0
0,"tensor([0.5318, 0.4682])",0
0,"tensor([0.5141, 0.4859])",0
1,"tensor([0.4248, 0.5752])",0
0,"tensor([0.7272, 0.2728])",0
0,"tensor([0.9961, 0.0039])",0
0,"tensor([0.9911, 0.0089])",0
0,"tensor([0.9952, 0.0048])",0
0,"tensor([0.9891, 0.0109])",0
0,"tensor([0.8694, 0.1306])",0
0,"tensor([0.9869, 0.0131])",0
0,"tensor([0.9918, 0.0082])",0
0,"tensor([0.9955, 0.0045])",0
0,"tensor([0.5585, 0.4415])",0
0,"tensor([0.9764, 0.0236])",0
0,"tensor([0.9618, 0.0382])",0
1,"tensor([0.0120, 0.9880])",0
0,"tensor([0.6928, 0.3072])",0
0,"tensor([0.5651, 0.4349])",0
0,"tensor([0.9876, 0.0124])",0
0,"tensor([0.9326, 0.0674])",0
0,"tensor([0.9926, 0.0074])",0
0,"tensor([0.9972, 0.0028])",0
0,"tensor([0.9827, 0.0173])",0
0,"tensor([0.9915, 0.0085])",0
0,"tensor([0.8819, 0.1181])",0
0,"tensor([0.6582, 0.3418])",0
1,"tensor([0.4752, 0.5248])",0
0,"tensor([0.5079, 0.4921])",0
0,"tensor([0.9353, 0.0647])",0
0,"tensor([0.9717, 0.0283])",0
0,"tensor([0.9522, 0.0478])",0
0,"tensor([0.9749, 0.0251])",0
0,"tensor([0.7706, 0.2294])",0
0,"tensor([0.9871, 0.0129])",0
0,"tensor([0.8137, 0.1863])",0
0,"tensor([0.8166, 0.1834])",0
0,"tensor([0.9154, 0.0846])",0
0,"tensor([0.9964, 0.0036])",0
0,"tensor([0.9157, 0.0843])",0
0,"tensor([0.9017, 0.0983])",0
1,"tensor([0.2243, 0.7757])",0
0,"tensor([0.7474, 0.2526])",0
0,"tensor([0.9838, 0.0162])",0
0,"tensor([0.9427, 0.0573])",0
0,"tensor([0.9724, 0.0276])",0
0,"tensor([0.9802, 0.0198])",0
0,"tensor([0.9075, 0.0925])",0
0,"tensor([0.9985, 0.0015])",0
0,"tensor([0.9745, 0.0255])",0
0,"tensor([0.8304, 0.1696])",0
0,"tensor([0.9388, 0.0612])",0
0,"tensor([0.8114, 0.1886])",0
0,"tensor([0.9751, 0.0249])",0
0,"tensor([0.9939, 0.0061])",0
0,"tensor([0.9950, 0.0050])",0
0,"tensor([0.8242, 0.1758])",0
0,"tensor([0.9882, 0.0118])",0
0,"tensor([0.9917, 0.0083])",0
0,"tensor([0.9618, 0.0382])",0
0,"tensor([0.9289, 0.0711])",0
0,"tensor([0.7007, 0.2993])",0
1,"tensor([0.2447, 0.7553])",0
0,"tensor([0.7239, 0.2761])",0
0,"tensor([0.9842, 0.0158])",0
0,"tensor([0.9681, 0.0319])",0
0,"tensor([0.8563, 0.1437])",0
0,"tensor([0.9104, 0.0896])",0
0,"tensor([0.9826, 0.0174])",0
0,"tensor([0.8962, 0.1038])",0
0,"tensor([0.9913, 0.0087])",0
0,"tensor([0.9004, 0.0996])",0
0,"tensor([0.5308, 0.4692])",0
0,"tensor([0.9363, 0.0637])",0
0,"tensor([0.9985, 0.0015])",0
1,"tensor([0.4622, 0.5378])",0
0,"tensor([0.9674, 0.0326])",0
0,"tensor([0.9272, 0.0728])",0
0,"tensor([0.9203, 0.0797])",0
0,"tensor([0.7506, 0.2494])",0
0,"tensor([0.9918, 0.0082])",0
0,"tensor([0.9728, 0.0272])",0
0,"tensor([0.7006, 0.2994])",0
1,"tensor([0.3983, 0.6017])",0
0,"tensor([0.9957, 0.0043])",0
0,"tensor([0.8526, 0.1474])",0
0,"tensor([0.7296, 0.2704])",0
0,"tensor([0.9962, 0.0038])",0
0,"tensor([0.9500, 0.0500])",0
0,"tensor([0.9988, 0.0012])",0
0,"tensor([0.9961, 0.0039])",0
0,"tensor([0.9905, 0.0095])",0
0,"tensor([0.9656, 0.0344])",0
0,"tensor([0.9898, 0.0102])",0
0,"tensor([0.5992, 0.4008])",0
1,"tensor([0.4827, 0.5173])",0
0,"tensor([0.9607, 0.0393])",0
0,"tensor([0.6849, 0.3151])",0
0,"tensor([0.9749, 0.0251])",0
0,"tensor([0.8893, 0.1107])",0
0,"tensor([0.9978, 0.0022])",0
0,"tensor([0.9391, 0.0609])",0
0,"tensor([0.9945, 0.0055])",0
0,"tensor([0.7734, 0.2266])",0
0,"tensor([0.9975, 0.0025])",0
0,"tensor([0.9755, 0.0245])",0
0,"tensor([0.9899, 0.0101])",0
0,"tensor([0.9910, 0.0090])",0
0,"tensor([0.5651, 0.4349])",0
0,"tensor([0.9907, 0.0093])",0
0,"tensor([0.9672, 0.0328])",0
0,"tensor([0.8599, 0.1401])",0
0,"tensor([0.9653, 0.0347])",0
0,"tensor([0.9424, 0.0576])",0
0,"tensor([0.8566, 0.1434])",0
0,"tensor([0.9753, 0.0247])",0
0,"tensor([0.9916, 0.0084])",0
0,"tensor([0.8146, 0.1854])",0
0,"tensor([0.9760, 0.0240])",0
0,"tensor([0.9467, 0.0533])",0
0,"tensor([0.9401, 0.0599])",0
0,"tensor([0.8208, 0.1792])",0
0,"tensor([0.9094, 0.0906])",0
1,"tensor([0.2987, 0.7013])",0
0,"tensor([9.9911e-01, 8.9030e-04])",0
0,"tensor([0.8883, 0.1117])",0
0,"tensor([0.9668, 0.0332])",0
0,"tensor([0.9179, 0.0821])",0
0,"tensor([0.8737, 0.1263])",0
0,"tensor([0.9512, 0.0488])",0
0,"tensor([0.9386, 0.0614])",0
0,"tensor([0.6940, 0.3060])",0
0,"tensor([0.7948, 0.2052])",0
0,"tensor([0.7956, 0.2044])",0
0,"tensor([0.7795, 0.2205])",0
0,"tensor([0.9358, 0.0642])",0
0,"tensor([0.9731, 0.0269])",0
0,"tensor([0.7295, 0.2705])",0
0,"tensor([0.9685, 0.0315])",0
0,"tensor([0.8860, 0.1140])",0
0,"tensor([0.9957, 0.0043])",0
0,"tensor([0.9857, 0.0143])",0
0,"tensor([0.9852, 0.0148])",0
0,"tensor([0.9862, 0.0138])",0
0,"tensor([0.9259, 0.0741])",0
0,"tensor([0.8393, 0.1607])",0
0,"tensor([0.7780, 0.2220])",0
0,"tensor([0.7196, 0.2804])",0
1,"tensor([0.1671, 0.8329])",0
0,"tensor([0.6667, 0.3333])",0
0,"tensor([9.9914e-01, 8.6166e-04])",0
1,"tensor([0.4119, 0.5881])",0
1,"tensor([0.3629, 0.6371])",0
0,"tensor([0.9952, 0.0048])",0
0,"tensor([0.9763, 0.0237])",0
0,"tensor([0.9905, 0.0095])",0
0,"tensor([0.9276, 0.0724])",0
0,"tensor([0.6754, 0.3246])",0
1,"tensor([0.3567, 0.6433])",0
1,"tensor([0.4460, 0.5540])",0
0,"tensor([0.6148, 0.3852])",0
0,"tensor([0.9342, 0.0658])",0
0,"tensor([0.7749, 0.2251])",0
0,"tensor([0.6820, 0.3180])",0
0,"tensor([0.9863, 0.0137])",0
0,"tensor([0.9880, 0.0120])",0
0,"tensor([0.9654, 0.0346])",0
0,"tensor([0.9534, 0.0466])",0
0,"tensor([0.9849, 0.0151])",0
0,"tensor([0.9914, 0.0086])",0
0,"tensor([0.8785, 0.1215])",0
0,"tensor([0.9721, 0.0279])",0
0,"tensor([0.7577, 0.2423])",0
0,"tensor([0.9876, 0.0124])",0
1,"tensor([0.3868, 0.6132])",0
0,"tensor([0.8882, 0.1118])",0
0,"tensor([0.9333, 0.0667])",0
1,"tensor([0.3033, 0.6967])",0
0,"tensor([0.9147, 0.0853])",0
0,"tensor([0.9469, 0.0531])",0
0,"tensor([0.9894, 0.0106])",0
0,"tensor([0.9940, 0.0060])",0
0,"tensor([0.8627, 0.1373])",0
0,"tensor([0.9429, 0.0571])",0
0,"tensor([0.9974, 0.0026])",0
0,"tensor([0.9883, 0.0117])",0
0,"tensor([0.7255, 0.2745])",0
0,"tensor([0.6221, 0.3779])",0
0,"tensor([0.9861, 0.0139])",0
0,"tensor([0.9419, 0.0581])",0
0,"tensor([0.8731, 0.1269])",0
0,"tensor([0.9319, 0.0681])",0
0,"tensor([0.9801, 0.0199])",0
0,"tensor([9.9960e-01, 3.9894e-04])",0
0,"tensor([0.7878, 0.2122])",0
0,"tensor([0.8719, 0.1281])",0
0,"tensor([0.9852, 0.0148])",0
0,"tensor([9.9933e-01, 6.6930e-04])",0
0,"tensor([0.7981, 0.2019])",0
0,"tensor([0.9725, 0.0275])",0
0,"tensor([0.9855, 0.0145])",0
0,"tensor([0.9939, 0.0061])",0
0,"tensor([0.9036, 0.0964])",0
0,"tensor([0.9893, 0.0107])",0
0,"tensor([0.9867, 0.0133])",0
0,"tensor([0.9932, 0.0068])",0
0,"tensor([9.9968e-01, 3.2132e-04])",0
0,"tensor([0.9544, 0.0456])",0
0,"tensor([0.9849, 0.0151])",0
0,"tensor([0.9972, 0.0028])",0
0,"tensor([0.7597, 0.2403])",0
0,"tensor([0.9936, 0.0064])",0
0,"tensor([0.9954, 0.0046])",0
0,"tensor([0.7341, 0.2659])",0
0,"tensor([0.9951, 0.0049])",0
0,"tensor([0.7595, 0.2405])",0
0,"tensor([0.8828, 0.1172])",0
1,"tensor([0.3621, 0.6379])",0
0,"tensor([0.9935, 0.0065])",0
0,"tensor([0.9918, 0.0082])",0
0,"tensor([0.7651, 0.2349])",0
0,"tensor([0.9508, 0.0492])",0
0,"tensor([0.9813, 0.0187])",0
0,"tensor([0.9894, 0.0106])",0
0,"tensor([0.7627, 0.2373])",0
0,"tensor([0.9200, 0.0800])",0
1,"tensor([0.0089, 0.9911])",0
0,"tensor([0.9867, 0.0133])",0
0,"tensor([0.8979, 0.1021])",0
0,"tensor([0.9141, 0.0859])",0
0,"tensor([0.9803, 0.0197])",0
0,"tensor([0.9854, 0.0146])",0
1,"tensor([0.1642, 0.8358])",0
1,"tensor([0.3881, 0.6119])",0
0,"tensor([0.9617, 0.0383])",0
0,"tensor([0.8405, 0.1595])",0
0,"tensor([0.7889, 0.2111])",0
0,"tensor([0.8444, 0.1556])",0
1,"tensor([0.2151, 0.7849])",0
1,"tensor([0.2012, 0.7988])",0
0,"tensor([0.8861, 0.1139])",0
0,"tensor([0.8084, 0.1916])",0
0,"tensor([0.9638, 0.0362])",0
0,"tensor([0.9976, 0.0024])",0
0,"tensor([0.9771, 0.0229])",0
0,"tensor([0.9319, 0.0681])",0
0,"tensor([0.7983, 0.2017])",0
0,"tensor([0.9723, 0.0277])",0
0,"tensor([0.9447, 0.0553])",0
1,"tensor([0.2990, 0.7010])",0
0,"tensor([0.9830, 0.0170])",0
0,"tensor([0.6938, 0.3062])",0
0,"tensor([0.7598, 0.2402])",0
1,"tensor([0.0225, 0.9775])",0
0,"tensor([0.9066, 0.0934])",0
0,"tensor([0.9494, 0.0506])",0
0,"tensor([0.9119, 0.0881])",0
1,"tensor([0.1249, 0.8751])",0
0,"tensor([9.9943e-01, 5.6612e-04])",0
0,"tensor([0.9403, 0.0597])",0
0,"tensor([0.8693, 0.1307])",0
0,"tensor([0.9719, 0.0281])",0
0,"tensor([0.9515, 0.0485])",0
0,"tensor([0.9902, 0.0098])",0
0,"tensor([0.9532, 0.0468])",0
1,"tensor([0.1251, 0.8749])",0
0,"tensor([0.9109, 0.0891])",0
0,"tensor([0.9724, 0.0276])",0
0,"tensor([0.5048, 0.4952])",0
0,"tensor([0.9527, 0.0473])",0
1,"tensor([0.1012, 0.8988])",0
0,"tensor([0.8861, 0.1139])",0
0,"tensor([0.9536, 0.0464])",0
0,"tensor([0.9808, 0.0192])",0
0,"tensor([0.9331, 0.0669])",0
0,"tensor([0.9680, 0.0320])",0
0,"tensor([0.8130, 0.1870])",0
0,"tensor([0.9953, 0.0047])",0
0,"tensor([0.9589, 0.0411])",0
0,"tensor([0.9922, 0.0078])",0
0,"tensor([0.9683, 0.0317])",0
0,"tensor([0.9943, 0.0057])",0
0,"tensor([0.9987, 0.0013])",0
0,"tensor([0.9854, 0.0146])",0
0,"tensor([0.9988, 0.0012])",0
1,"tensor([0.3753, 0.6247])",0
1,"tensor([0.4674, 0.5326])",0
0,"tensor([0.7743, 0.2257])",0
0,"tensor([0.9946, 0.0054])",0
0,"tensor([0.9948, 0.0052])",0
1,"tensor([0.3221, 0.6779])",0
