Prediction,Logits,TrueLabels
1,"tensor([0.4383, 0.5617])",0
0,"tensor([0.9029, 0.0971])",0
1,"tensor([0.0943, 0.9057])",0
0,"tensor([0.8359, 0.1641])",0
0,"tensor([0.9533, 0.0467])",0
0,"tensor([0.7004, 0.2996])",0
1,"tensor([0.1293, 0.8707])",0
0,"tensor([0.8903, 0.1097])",0
1,"tensor([0.0781, 0.9219])",0
0,"tensor([0.8511, 0.1489])",0
0,"tensor([0.9884, 0.0116])",0
0,"tensor([0.9852, 0.0148])",0
0,"tensor([0.8488, 0.1512])",0
0,"tensor([0.8642, 0.1358])",0
0,"tensor([0.7335, 0.2665])",0
0,"tensor([0.8199, 0.1801])",0
0,"tensor([0.9634, 0.0366])",0
0,"tensor([0.8358, 0.1642])",0
0,"tensor([0.9709, 0.0291])",0
0,"tensor([0.8403, 0.1597])",0
0,"tensor([0.8377, 0.1623])",0
0,"tensor([0.6229, 0.3771])",0
0,"tensor([0.6087, 0.3913])",0
0,"tensor([0.8884, 0.1116])",0
0,"tensor([0.9990, 0.0010])",0
0,"tensor([0.6710, 0.3290])",0
0,"tensor([0.9740, 0.0260])",0
1,"tensor([0.2577, 0.7423])",0
0,"tensor([0.8889, 0.1111])",0
1,"tensor([0.4626, 0.5374])",0
0,"tensor([0.9129, 0.0871])",0
0,"tensor([0.8437, 0.1563])",0
0,"tensor([0.9691, 0.0309])",0
1,"tensor([0.0721, 0.9279])",0
0,"tensor([0.9432, 0.0568])",0
1,"tensor([0.0224, 0.9776])",0
0,"tensor([0.5746, 0.4254])",0
1,"tensor([0.1692, 0.8308])",0
1,"tensor([0.4881, 0.5119])",0
1,"tensor([0.0358, 0.9642])",0
0,"tensor([0.8033, 0.1967])",0
0,"tensor([0.8793, 0.1207])",0
0,"tensor([0.9168, 0.0832])",0
0,"tensor([0.9337, 0.0663])",0
0,"tensor([0.5252, 0.4748])",0
1,"tensor([0.2001, 0.7999])",0
0,"tensor([0.9713, 0.0287])",0
0,"tensor([0.6310, 0.3690])",0
0,"tensor([0.8246, 0.1754])",0
0,"tensor([0.8538, 0.1462])",0
0,"tensor([0.8136, 0.1864])",0
1,"tensor([0.4051, 0.5949])",0
0,"tensor([0.9528, 0.0472])",0
0,"tensor([0.9725, 0.0275])",0
0,"tensor([0.9889, 0.0111])",0
0,"tensor([0.9003, 0.0997])",0
0,"tensor([0.5684, 0.4316])",0
0,"tensor([0.8589, 0.1411])",0
0,"tensor([0.6287, 0.3713])",0
0,"tensor([0.9625, 0.0375])",0
0,"tensor([0.7083, 0.2917])",0
0,"tensor([0.6244, 0.3756])",0
0,"tensor([0.5985, 0.4015])",0
1,"tensor([0.2779, 0.7221])",0
0,"tensor([0.9464, 0.0536])",0
0,"tensor([0.7319, 0.2681])",0
0,"tensor([0.7954, 0.2046])",0
0,"tensor([0.9817, 0.0183])",0
0,"tensor([0.5112, 0.4888])",0
0,"tensor([0.8875, 0.1125])",0
0,"tensor([0.9050, 0.0950])",0
0,"tensor([0.7529, 0.2471])",0
0,"tensor([0.6244, 0.3756])",0
1,"tensor([0.4064, 0.5936])",0
0,"tensor([0.9402, 0.0598])",0
0,"tensor([0.9922, 0.0078])",0
0,"tensor([0.9744, 0.0256])",0
0,"tensor([0.5589, 0.4411])",0
0,"tensor([0.9817, 0.0183])",0
1,"tensor([0.3878, 0.6122])",0
0,"tensor([0.9944, 0.0056])",0
0,"tensor([0.9805, 0.0195])",0
0,"tensor([0.5749, 0.4251])",0
0,"tensor([0.5009, 0.4991])",0
0,"tensor([0.7058, 0.2942])",0
0,"tensor([0.9897, 0.0103])",0
0,"tensor([0.8622, 0.1378])",0
1,"tensor([0.4102, 0.5898])",0
0,"tensor([0.8684, 0.1316])",0
0,"tensor([0.8759, 0.1241])",0
0,"tensor([0.9895, 0.0105])",0
1,"tensor([0.3574, 0.6426])",0
0,"tensor([0.7897, 0.2103])",0
0,"tensor([0.7245, 0.2755])",0
0,"tensor([0.6616, 0.3384])",0
0,"tensor([0.8294, 0.1706])",0
0,"tensor([0.6332, 0.3668])",0
0,"tensor([0.6699, 0.3301])",0
0,"tensor([0.7316, 0.2684])",0
0,"tensor([0.7633, 0.2367])",0
0,"tensor([0.8649, 0.1351])",0
1,"tensor([0.0682, 0.9318])",0
1,"tensor([0.4322, 0.5678])",0
1,"tensor([0.3067, 0.6933])",0
0,"tensor([0.9217, 0.0783])",0
0,"tensor([0.9894, 0.0106])",0
1,"tensor([0.4102, 0.5898])",0
0,"tensor([0.6666, 0.3334])",0
1,"tensor([0.4648, 0.5352])",0
0,"tensor([0.8683, 0.1317])",0
0,"tensor([0.9669, 0.0331])",0
0,"tensor([0.8672, 0.1328])",0
0,"tensor([0.5252, 0.4748])",0
0,"tensor([0.7878, 0.2122])",0
1,"tensor([0.4890, 0.5110])",0
0,"tensor([0.9049, 0.0951])",0
1,"tensor([0.4316, 0.5684])",0
0,"tensor([0.9985, 0.0015])",0
0,"tensor([0.9640, 0.0360])",0
1,"tensor([0.2205, 0.7795])",0
0,"tensor([0.9478, 0.0522])",0
0,"tensor([0.8107, 0.1893])",0
0,"tensor([0.9287, 0.0713])",0
1,"tensor([0.0382, 0.9618])",0
0,"tensor([0.7753, 0.2247])",0
1,"tensor([0.1273, 0.8727])",0
0,"tensor([0.5825, 0.4175])",0
0,"tensor([0.8204, 0.1796])",0
0,"tensor([0.5462, 0.4538])",0
1,"tensor([0.4662, 0.5338])",0
0,"tensor([0.7177, 0.2823])",0
0,"tensor([0.9686, 0.0314])",0
0,"tensor([0.6160, 0.3840])",0
1,"tensor([0.2766, 0.7234])",0
0,"tensor([0.7388, 0.2612])",0
0,"tensor([0.8927, 0.1073])",0
0,"tensor([0.6283, 0.3717])",0
0,"tensor([0.9657, 0.0343])",0
0,"tensor([0.5245, 0.4755])",0
0,"tensor([0.9652, 0.0348])",0
0,"tensor([0.7130, 0.2870])",0
0,"tensor([0.8102, 0.1898])",0
0,"tensor([0.6945, 0.3055])",0
0,"tensor([0.8215, 0.1785])",0
0,"tensor([0.7586, 0.2414])",0
1,"tensor([0.2011, 0.7989])",0
0,"tensor([0.9800, 0.0200])",0
0,"tensor([0.9633, 0.0367])",0
0,"tensor([0.7760, 0.2240])",0
0,"tensor([0.5278, 0.4722])",0
0,"tensor([0.6782, 0.3218])",0
0,"tensor([0.9783, 0.0217])",0
0,"tensor([0.6810, 0.3190])",0
0,"tensor([0.9470, 0.0530])",0
0,"tensor([0.9072, 0.0928])",0
0,"tensor([0.8411, 0.1589])",0
0,"tensor([0.6094, 0.3906])",0
0,"tensor([0.9921, 0.0079])",0
0,"tensor([0.8463, 0.1537])",0
0,"tensor([0.9464, 0.0536])",0
1,"tensor([0.2241, 0.7759])",0
0,"tensor([0.5796, 0.4204])",0
0,"tensor([0.9606, 0.0394])",0
0,"tensor([0.8106, 0.1894])",0
1,"tensor([0.3272, 0.6728])",0
0,"tensor([0.5152, 0.4848])",0
1,"tensor([0.3689, 0.6311])",0
0,"tensor([0.9811, 0.0189])",0
0,"tensor([0.9072, 0.0928])",0
0,"tensor([0.8773, 0.1227])",0
0,"tensor([0.9917, 0.0083])",0
0,"tensor([0.9878, 0.0122])",0
1,"tensor([0.3212, 0.6788])",0
0,"tensor([0.8742, 0.1258])",0
0,"tensor([0.6948, 0.3052])",0
0,"tensor([0.8610, 0.1390])",0
0,"tensor([0.7008, 0.2992])",0
0,"tensor([0.7620, 0.2380])",0
0,"tensor([0.7095, 0.2905])",0
0,"tensor([0.9825, 0.0175])",0
0,"tensor([0.9385, 0.0615])",0
0,"tensor([0.9395, 0.0605])",0
0,"tensor([0.9248, 0.0752])",0
1,"tensor([0.1522, 0.8478])",0
0,"tensor([0.9393, 0.0607])",0
1,"tensor([0.4982, 0.5018])",0
0,"tensor([0.6749, 0.3251])",0
0,"tensor([0.9359, 0.0641])",0
0,"tensor([0.7672, 0.2328])",0
1,"tensor([0.0341, 0.9659])",0
0,"tensor([0.8089, 0.1911])",0
0,"tensor([0.9072, 0.0928])",0
1,"tensor([0.2463, 0.7537])",0
0,"tensor([9.9924e-01, 7.5991e-04])",0
0,"tensor([0.8829, 0.1171])",0
1,"tensor([0.3529, 0.6471])",0
0,"tensor([0.8823, 0.1177])",0
0,"tensor([0.7096, 0.2904])",0
0,"tensor([0.9570, 0.0430])",0
0,"tensor([0.9836, 0.0164])",0
0,"tensor([0.7899, 0.2101])",0
0,"tensor([0.9371, 0.0629])",0
0,"tensor([0.9259, 0.0741])",0
0,"tensor([0.9701, 0.0299])",0
0,"tensor([0.9109, 0.0891])",0
0,"tensor([0.9671, 0.0329])",0
0,"tensor([0.9414, 0.0586])",0
0,"tensor([0.7551, 0.2449])",0
0,"tensor([0.7247, 0.2753])",0
0,"tensor([9.9900e-01, 9.9834e-04])",0
0,"tensor([0.8907, 0.1093])",0
1,"tensor([0.0715, 0.9285])",0
1,"tensor([0.4168, 0.5832])",0
0,"tensor([0.9747, 0.0253])",0
1,"tensor([0.4515, 0.5485])",0
0,"tensor([0.8915, 0.1085])",0
0,"tensor([0.5449, 0.4551])",0
0,"tensor([0.6923, 0.3077])",0
0,"tensor([0.7605, 0.2395])",0
0,"tensor([0.9412, 0.0588])",0
0,"tensor([0.8186, 0.1814])",0
0,"tensor([0.7411, 0.2589])",0
1,"tensor([0.3949, 0.6051])",0
0,"tensor([0.8823, 0.1177])",0
1,"tensor([0.3648, 0.6352])",0
0,"tensor([0.9920, 0.0080])",0
0,"tensor([0.8460, 0.1540])",0
1,"tensor([0.0430, 0.9570])",0
0,"tensor([0.9348, 0.0652])",0
0,"tensor([0.8066, 0.1934])",0
0,"tensor([0.9793, 0.0207])",0
0,"tensor([0.6766, 0.3234])",0
1,"tensor([0.3768, 0.6232])",0
0,"tensor([0.6658, 0.3342])",0
0,"tensor([0.5486, 0.4514])",0
0,"tensor([0.7140, 0.2860])",0
0,"tensor([0.7980, 0.2020])",0
0,"tensor([0.8178, 0.1822])",0
1,"tensor([0.2831, 0.7169])",0
1,"tensor([0.4408, 0.5592])",0
0,"tensor([0.7390, 0.2610])",0
0,"tensor([0.9616, 0.0384])",0
0,"tensor([0.9600, 0.0400])",0
0,"tensor([0.6761, 0.3239])",0
0,"tensor([0.9746, 0.0254])",0
0,"tensor([0.9435, 0.0565])",0
0,"tensor([0.9010, 0.0990])",0
0,"tensor([0.9066, 0.0934])",0
0,"tensor([0.9883, 0.0117])",0
0,"tensor([0.9934, 0.0066])",0
0,"tensor([0.9896, 0.0104])",0
1,"tensor([0.2505, 0.7495])",0
0,"tensor([0.9979, 0.0021])",0
1,"tensor([0.1524, 0.8476])",0
0,"tensor([0.5542, 0.4458])",0
0,"tensor([0.9758, 0.0242])",0
0,"tensor([0.8521, 0.1479])",0
0,"tensor([0.6619, 0.3381])",0
0,"tensor([0.8232, 0.1768])",0
0,"tensor([0.9591, 0.0409])",0
0,"tensor([0.9713, 0.0287])",0
0,"tensor([0.9783, 0.0217])",0
0,"tensor([0.9625, 0.0375])",0
1,"tensor([0.4150, 0.5850])",0
0,"tensor([0.9505, 0.0495])",0
0,"tensor([0.8347, 0.1653])",0
0,"tensor([0.8689, 0.1311])",0
0,"tensor([0.9965, 0.0035])",0
0,"tensor([0.7655, 0.2345])",0
0,"tensor([0.9824, 0.0176])",0
0,"tensor([0.7481, 0.2519])",0
0,"tensor([0.8112, 0.1888])",0
0,"tensor([0.8208, 0.1792])",0
0,"tensor([0.6955, 0.3045])",0
0,"tensor([0.8820, 0.1180])",0
0,"tensor([0.5066, 0.4934])",0
0,"tensor([0.9931, 0.0069])",0
0,"tensor([0.8372, 0.1628])",0
0,"tensor([0.8201, 0.1799])",0
1,"tensor([0.3918, 0.6082])",0
0,"tensor([0.7703, 0.2297])",0
0,"tensor([0.9482, 0.0518])",0
0,"tensor([0.9374, 0.0626])",0
0,"tensor([0.9926, 0.0074])",0
0,"tensor([0.9865, 0.0135])",0
1,"tensor([0.3837, 0.6163])",0
0,"tensor([0.8672, 0.1328])",0
0,"tensor([0.8945, 0.1055])",0
1,"tensor([0.1541, 0.8459])",0
0,"tensor([0.8107, 0.1893])",0
0,"tensor([0.9109, 0.0891])",0
1,"tensor([0.3840, 0.6160])",0
0,"tensor([0.8892, 0.1108])",0
0,"tensor([0.9773, 0.0227])",0
0,"tensor([0.8713, 0.1287])",0
0,"tensor([0.8919, 0.1081])",0
0,"tensor([0.9557, 0.0443])",0
1,"tensor([0.1461, 0.8539])",0
0,"tensor([0.9449, 0.0551])",0
0,"tensor([0.6505, 0.3495])",0
0,"tensor([0.5976, 0.4024])",0
1,"tensor([0.4777, 0.5223])",0
0,"tensor([0.8821, 0.1179])",0
0,"tensor([0.9317, 0.0683])",0
0,"tensor([0.7998, 0.2002])",0
0,"tensor([0.6651, 0.3349])",0
0,"tensor([0.8855, 0.1145])",0
0,"tensor([0.5254, 0.4746])",0
0,"tensor([0.7487, 0.2513])",0
0,"tensor([0.8467, 0.1533])",0
0,"tensor([0.7299, 0.2701])",0
0,"tensor([0.8163, 0.1837])",0
0,"tensor([0.9651, 0.0349])",0
1,"tensor([0.3740, 0.6260])",0
1,"tensor([0.4534, 0.5466])",0
0,"tensor([0.9742, 0.0258])",0
0,"tensor([0.8994, 0.1006])",0
0,"tensor([0.8443, 0.1557])",0
0,"tensor([0.9749, 0.0251])",0
0,"tensor([0.8874, 0.1126])",0
0,"tensor([0.5894, 0.4106])",0
0,"tensor([0.5759, 0.4241])",0
0,"tensor([0.8397, 0.1603])",0
0,"tensor([0.8879, 0.1121])",0
0,"tensor([0.7925, 0.2075])",0
0,"tensor([0.8814, 0.1186])",0
0,"tensor([0.6874, 0.3126])",0
0,"tensor([0.8804, 0.1196])",0
0,"tensor([0.8656, 0.1344])",0
0,"tensor([0.7574, 0.2426])",0
0,"tensor([0.8247, 0.1753])",0
0,"tensor([0.9154, 0.0846])",0
1,"tensor([0.4889, 0.5111])",0
0,"tensor([0.7989, 0.2011])",0
0,"tensor([0.7668, 0.2332])",0
0,"tensor([0.7657, 0.2343])",0
0,"tensor([0.9204, 0.0796])",0
0,"tensor([0.7626, 0.2374])",0
0,"tensor([0.9691, 0.0309])",0
1,"tensor([0.3956, 0.6044])",0
0,"tensor([0.9172, 0.0828])",0
0,"tensor([0.5089, 0.4911])",0
0,"tensor([0.9019, 0.0981])",0
1,"tensor([0.4215, 0.5785])",0
0,"tensor([0.9053, 0.0947])",0
0,"tensor([0.9614, 0.0386])",0
1,"tensor([0.1866, 0.8134])",0
0,"tensor([0.9575, 0.0425])",0
0,"tensor([0.6851, 0.3149])",0
0,"tensor([0.5898, 0.4102])",0
0,"tensor([0.6960, 0.3040])",0
0,"tensor([0.9760, 0.0240])",0
0,"tensor([0.7778, 0.2222])",0
0,"tensor([0.6328, 0.3672])",0
0,"tensor([0.7833, 0.2167])",0
0,"tensor([0.8897, 0.1103])",0
1,"tensor([0.4969, 0.5031])",0
0,"tensor([0.9437, 0.0563])",0
1,"tensor([0.3639, 0.6361])",0
1,"tensor([0.2434, 0.7566])",0
0,"tensor([0.9902, 0.0098])",0
0,"tensor([0.7984, 0.2016])",0
0,"tensor([0.9749, 0.0251])",0
0,"tensor([0.9613, 0.0387])",0
0,"tensor([0.9777, 0.0223])",0
0,"tensor([0.9966, 0.0034])",0
1,"tensor([0.4004, 0.5996])",0
0,"tensor([0.9580, 0.0420])",0
0,"tensor([0.9074, 0.0926])",0
0,"tensor([0.9540, 0.0460])",0
0,"tensor([0.7339, 0.2661])",0
0,"tensor([0.9723, 0.0277])",0
0,"tensor([0.5117, 0.4883])",0
0,"tensor([0.9715, 0.0285])",0
1,"tensor([0.3306, 0.6694])",0
0,"tensor([0.7660, 0.2340])",0
1,"tensor([0.4216, 0.5784])",0
0,"tensor([0.8597, 0.1403])",0
0,"tensor([0.7223, 0.2777])",0
0,"tensor([0.9526, 0.0474])",0
0,"tensor([0.9892, 0.0108])",0
0,"tensor([0.9430, 0.0570])",0
0,"tensor([0.9823, 0.0177])",0
1,"tensor([0.1087, 0.8913])",0
0,"tensor([0.7861, 0.2139])",0
0,"tensor([0.6513, 0.3487])",0
0,"tensor([0.5505, 0.4495])",0
0,"tensor([0.7327, 0.2673])",0
0,"tensor([0.9437, 0.0563])",0
0,"tensor([0.7526, 0.2474])",0
0,"tensor([0.9137, 0.0863])",0
0,"tensor([0.7938, 0.2062])",0
0,"tensor([0.9917, 0.0083])",0
0,"tensor([0.7705, 0.2295])",0
0,"tensor([0.9862, 0.0138])",0
0,"tensor([0.8941, 0.1059])",0
1,"tensor([0.4758, 0.5242])",0
0,"tensor([0.7577, 0.2423])",0
1,"tensor([0.2789, 0.7211])",0
0,"tensor([0.8897, 0.1103])",0
0,"tensor([0.8263, 0.1737])",0
0,"tensor([0.9610, 0.0390])",0
0,"tensor([0.9918, 0.0082])",0
0,"tensor([0.9013, 0.0987])",0
0,"tensor([0.9314, 0.0686])",0
0,"tensor([0.9894, 0.0106])",0
0,"tensor([0.6170, 0.3830])",0
0,"tensor([0.9942, 0.0058])",0
0,"tensor([0.7099, 0.2901])",0
0,"tensor([0.9873, 0.0127])",0
0,"tensor([0.5582, 0.4418])",0
0,"tensor([0.9844, 0.0156])",0
0,"tensor([0.9404, 0.0596])",0
0,"tensor([0.5299, 0.4701])",0
0,"tensor([0.5669, 0.4331])",0
1,"tensor([0.2630, 0.7370])",0
0,"tensor([0.7028, 0.2972])",0
0,"tensor([0.6548, 0.3452])",0
0,"tensor([0.8141, 0.1859])",0
0,"tensor([0.9011, 0.0989])",0
0,"tensor([0.8205, 0.1795])",0
0,"tensor([0.9274, 0.0726])",0
0,"tensor([0.9657, 0.0343])",0
0,"tensor([0.9433, 0.0567])",0
0,"tensor([0.9418, 0.0582])",0
0,"tensor([0.6262, 0.3738])",0
0,"tensor([0.6328, 0.3672])",0
0,"tensor([0.8939, 0.1061])",0
0,"tensor([0.7692, 0.2308])",0
0,"tensor([0.9342, 0.0658])",0
0,"tensor([0.9622, 0.0378])",0
0,"tensor([0.8300, 0.1700])",0
0,"tensor([0.7015, 0.2985])",0
0,"tensor([0.9955, 0.0045])",0
0,"tensor([0.8987, 0.1013])",0
0,"tensor([0.9986, 0.0014])",0
0,"tensor([0.8475, 0.1525])",0
0,"tensor([0.8487, 0.1513])",0
0,"tensor([0.8616, 0.1384])",0
0,"tensor([0.9794, 0.0206])",0
0,"tensor([0.9658, 0.0342])",0
0,"tensor([0.7647, 0.2353])",0
0,"tensor([0.8997, 0.1003])",0
0,"tensor([0.7150, 0.2850])",0
0,"tensor([0.9938, 0.0062])",0
0,"tensor([0.8730, 0.1270])",0
0,"tensor([0.7606, 0.2394])",0
0,"tensor([0.9052, 0.0948])",0
0,"tensor([0.7413, 0.2587])",0
0,"tensor([0.7049, 0.2951])",0
0,"tensor([0.8151, 0.1849])",0
0,"tensor([0.8251, 0.1749])",0
0,"tensor([0.7701, 0.2299])",0
0,"tensor([0.7757, 0.2243])",0
0,"tensor([0.9337, 0.0663])",0
0,"tensor([0.6566, 0.3434])",0
0,"tensor([0.9850, 0.0150])",0
0,"tensor([0.9419, 0.0581])",0
0,"tensor([0.8774, 0.1226])",0
0,"tensor([0.9517, 0.0483])",0
0,"tensor([0.7716, 0.2284])",0
1,"tensor([0.4839, 0.5161])",0
0,"tensor([0.8136, 0.1864])",0
0,"tensor([0.9784, 0.0216])",0
1,"tensor([0.0449, 0.9551])",0
0,"tensor([0.9544, 0.0456])",0
0,"tensor([0.9574, 0.0426])",0
0,"tensor([0.9192, 0.0808])",0
0,"tensor([0.5567, 0.4433])",0
0,"tensor([0.6453, 0.3547])",0
0,"tensor([0.7188, 0.2812])",0
0,"tensor([0.9072, 0.0928])",0
0,"tensor([0.9562, 0.0438])",0
0,"tensor([0.9973, 0.0027])",0
0,"tensor([0.5001, 0.4999])",0
1,"tensor([0.2426, 0.7574])",0
1,"tensor([0.4185, 0.5815])",0
0,"tensor([0.5148, 0.4852])",0
1,"tensor([0.0950, 0.9050])",0
0,"tensor([0.6710, 0.3290])",0
0,"tensor([0.7546, 0.2454])",0
0,"tensor([0.8850, 0.1150])",0
1,"tensor([0.4921, 0.5079])",0
0,"tensor([0.8840, 0.1160])",0
0,"tensor([0.9072, 0.0928])",0
0,"tensor([0.6520, 0.3480])",0
0,"tensor([0.6049, 0.3951])",0
0,"tensor([0.5556, 0.4444])",0
0,"tensor([0.8974, 0.1026])",0
0,"tensor([0.8414, 0.1586])",0
0,"tensor([0.8011, 0.1989])",0
1,"tensor([0.0483, 0.9517])",0
0,"tensor([0.8618, 0.1382])",0
0,"tensor([0.6867, 0.3133])",0
1,"tensor([0.2695, 0.7305])",0
1,"tensor([0.0822, 0.9178])",0
0,"tensor([0.9227, 0.0773])",0
0,"tensor([0.5441, 0.4559])",0
0,"tensor([0.7943, 0.2057])",0
0,"tensor([0.5386, 0.4614])",0
0,"tensor([0.8513, 0.1487])",0
0,"tensor([0.8680, 0.1320])",0
0,"tensor([0.9890, 0.0110])",0
1,"tensor([0.4917, 0.5083])",0
0,"tensor([0.9373, 0.0627])",0
0,"tensor([0.7635, 0.2365])",0
0,"tensor([0.9081, 0.0919])",0
0,"tensor([0.9300, 0.0700])",0
1,"tensor([0.4497, 0.5503])",0
0,"tensor([0.9555, 0.0445])",0
0,"tensor([0.9275, 0.0725])",0
0,"tensor([0.8188, 0.1812])",0
0,"tensor([0.9657, 0.0343])",0
0,"tensor([0.6858, 0.3142])",0
0,"tensor([0.5256, 0.4744])",0
0,"tensor([0.9795, 0.0205])",0
0,"tensor([0.9861, 0.0139])",0
0,"tensor([0.8586, 0.1414])",0
0,"tensor([0.5902, 0.4098])",0
0,"tensor([0.9957, 0.0043])",0
0,"tensor([0.9393, 0.0607])",0
0,"tensor([0.9814, 0.0186])",0
0,"tensor([0.5922, 0.4078])",0
1,"tensor([0.4980, 0.5020])",0
1,"tensor([0.0928, 0.9072])",0
1,"tensor([0.2076, 0.7924])",0
0,"tensor([0.9086, 0.0914])",0
0,"tensor([0.9882, 0.0118])",0
0,"tensor([0.5002, 0.4998])",0
0,"tensor([0.7621, 0.2379])",0
0,"tensor([0.8031, 0.1969])",0
